Title,Authors,Publish Date,Keywords,Abstract
"税收征管数字化升级与企业关联交易治理","刘慧龙 张玲玲 谢婧","2022-06-05","金税三期;, 税收征管;, 数字化;, 大数据技术;, 关联交易;","本文以我国分批实施金税三期这一准自然实验为研究场景，基于2009～2019年我国A股非金融类上市公司数据，运用双重差分法研究了税收征管数字化升级对关联交易的影响。研究发现：金税三期减少了关联交易，当企业所处地区法治化水平较高、股权制衡度较低及最终控制人两权分离度较低时，金税三期对关联交易的影响更加明显；进一步研究还发现，金税三期可以同时减少企业作为买方和卖方的关联交易；其对境内关联交易的影响要大于境外关联交易，对商品类关联交易的影响要大于劳务类关联交易。本文的证据表明税收征管数字化升级可以提升税务机关对关联交易的治理能力；大数据技术在关联交易治理中可以发挥重要作用，对不同类型的关联交易可能会有不同的影响。本文增进了我们对企业关联交易行为的认识，为相关政府部门运用大数据技术治理关联交易提供了证据支持；对评估和预测税收征管数字化升级的经济后果也具有参考价值。"
"绿色债券发行的溢出效应、作用机理及绩效研究 附视频","吴育辉1 田亚男1 陈韫妍1 徐倩2","2022-06-05","绿色债券;, 信用利差;, 溢出效应;, 绿色发展;","以2009～2019年我国发债企业为样本，本文研究了企业发行绿色债券的行业溢出效应、作用机理以及产生的环境和财务绩效。首先，我们发现，企业发行绿色债券会显著降低同行业其他企业的债券融资成本。其作用机理是发行绿色债券的企业会带动同行业其他企业采取更多有利于环境保护的行动。这些行为得到了市场投资者的认可，从而降低其融资成本。其次，异质性检验显示：生态友好型企业以及非污染型企业会强化这种行业溢出效应。同样，行业领导型企业和密切竞争型企业也会增强绿色债券的溢出效应。最后，本文发现，同行业其他企业采取的绿色环保行为可以提升其环境绩效和财务绩效。本文研究表明，企业发行绿色债券可以产生良好的行业溢出效应，有利于我国实现“碳达峰、碳中和”的目标。"
"政策的漂移、转化和重叠——中国失业保险结余形成机制研究 附视频","刘军强","2022-06-05","失业保险;, 基金结余;, 政策利用率;, 风险错配;","失业保险基金为缓和疫情带来的就业压力做出了很大贡献，但其结余率过高、领取率过低却属历史痼疾，说明其运行效率仍有改善空间。本文分析了基金结余形成机制：（1）政策漂移：支出范围限制以及过低的失业金标准导致资金流入多而流出少，基金难以充分转化为保障而是沉淀下来；（2）政策转化：失业保险参保率偏低且待遇发放环节因基金安全考虑而限制较多；（3）政策重叠：失业保险与财政就业补助资金、低保制度之间存在重叠，资金重复配置。根本上，失业保险与劳动力市场等宏观结构脱嵌导致“高险低保、高保低险”的错配。本研究有助于理解中国社会政策的利用率和风险再分配机制，进而改善失业保险对失业者的保障作用和对抗经济周期的功能。"
"平台化如何助力制造企业跨越转型升级的数字鸿沟？——基于宗申集团的探索性案例研究","杜勇 曹磊 谭畅","2022-06-05","平台化;, 制造企业转型升级;, 数字鸿沟;, 数字创新;, 服务主导逻辑进阶;","时代激变下，我国制造企业正借助基于工业互联网的平台化战略跨越转型升级的数字鸿沟，但已有文献对平台化助力机制缺乏充分的探讨。本文基于宗申集团的案例研究，发现：（1）平台化通过探索性桥接、资源蓄能、数据激活、空间扩容、包容演化和生态反哺等关键环节，形成“支撑—驱动”并行的数字创新助力机制，助力制造企业分别跨越“智能升级与产业融合障碍”和“生态系统架构障碍”两个层级的数字鸿沟，从而成功实现数字化转型；（2）制造企业平台化反映出传统企业在数字经济时代的价值主张转变遵循着“蓄势—进阶—升级”的渐进式演化轨迹，即首先在旧有的商品主导逻辑下利用平台化开展数字化改造进而摆脱生产困境，以此为基础逐步加深平台的产业嵌入性，实现商品主导逻辑向服务主导逻辑的进阶，接着增强平台的系统丰富性，促进向价值共创与价值占有共同主导的生态系统型服务主导逻辑的升级。本文揭示了平台化助力制造企业跨越转型升级中数字鸿沟的“支撑—驱动”机制，延伸了平台化中价值主张的相关讨论，拓展并丰富了数字鸿沟与数字创新理论，为指导后发企业在数字经济时代的转型升级提供启发与参考。"
"数字经济时代下的公司治理研究：范式创新与实践前沿","陈德球1,2 胡晴3","2022-06-05","数字经济;, 公司治理;, 范式创新;, 实践前沿;","数字经济催生大量的新技术、新业态和新模式，深度变革微观企业的发展环境与互动方式，极大地挑战了以委托代理成本和信息不对称为两大支柱的传统公司治理研究，对新经济下的公司治理结构和公司治理机制探索提出更高的要求和挑战。本文以数字经济推动公司治理观念与公司治理模式创新的需求为导向，立足数字经济时代不断涌现的公司治理创新实践，在系统梳理经典研究脉络的基础上，结合数字经济时代公司治理边界突破的逻辑与路径，遵循“技术赋能—数据驱动—治理重构”的逻辑思路，提炼归纳新经济下的研究范式和研究框架：从股东中心向企业家中心转变，聚焦掌握企业核心技术和关键资源的创始人及业务团队，高度重视人力资本及技术资本的长效价值。在此逻辑体系下，本文从大数据赋能资本市场治理、大数据驱动产品竞争市场治理和大数据重构控制权市场治理等维度深入分析新时代下公司治理研究的新机制和新路径，推动新型治理生态模式构建，并结合当今公司治理的实践前沿，从内部公司治理结构和外部公司治理机制等方面提供切实可行的视角拓展和思路启发。最后，本文在展望研究前景的同时也正视转型阶段下的现实困难和研究挑战，鼓励学者充分利用实践素材，开展扎根本土、实证分析与案..."
"中国特色对口支援机制：成就、经验与价值","王禹澔1,2","2022-06-05","对口支援;, 发展过程;, 理论内涵;, 历史经验;","对口支援是中国特色国家治理的重要方式和机制。在实践中，这一机制在区域均衡发展、基础设施建设、灾后重建等方面取得了诸多佳绩，尤其是党的十八大以来，这一机制在脱贫攻坚和疫情防控中更是发挥了重要作用，彰显了中国特色制度优势和治理效能。但是，学界关于对口支援的研究，却滞后于实践。本文系统梳理了对口支援的发展历程，发掘了对口支援机制的理论内涵，进而以反贫困中的对口支援为样本，总结阐述了其成就、贡献和经验。在此基础上，笔者指出，作为中国特色的治理机制，对口支援无论对于脱贫攻坚与乡村振兴有效衔接、推进国家治理创新，还是对于发展中国家治理不均衡发展带来的问题，都具有重要的意义。"
"深入学习贯彻习近平总书记重要讲话精神 加快构建中国特色经济学体系","高培勇1 樊丽明2 洪银兴3 韩保江4 吕炜5 白重恩6 洪永淼7 蔡继明6 寇宗来8 黄群慧9 刘元春10 刘尚希11 杨灿明12 龚六堂13,14 刘守英15 陈斌开16 郭凯明17 金碚1,18 李曦辉19 刘秉镰20 陆铭21 洪俊杰22 刘锡良23 陈诗一24,8","2022-06-05","","2016年5月17日，习近平总书记主持召开哲学社会科学工作座谈会并发表重要讲话，提出着力构建中国特色哲学社会科学，在指导思想、学科体系、学术体系、话语体系等方面充分体现中国特色、中国风格、中国气派。2022年4月25日，习近平总书记在中国人民大学考察时强调，加快构建中国特色哲学社会科学，归根结底是建构中国自主的知识体系。为深入学习贯彻习近平总书记重要讲话精神，推动构建中国特色经济学体系，2022年5月17日管理世界杂志社组织召开“加快构建中国特色经济学体系”研讨会（笔谈）。来自国内高校、科研机构的26位知名经济学家参加研讨。现将有关文章刊登如下，以飨读者。"
"建设中国经济学的科学生态体系——以教材体系为突破 以知识体系为基础 构建中国经济学学科、学术和话语体系","刘伟1 陈彦斌2,3","2022-06-05","中国经济学;, 知识体系;, 教材体系;, 学术生态体系;","新中国成立以来，中国共产党带领中国人民实现了从站起来、富起来到强起来的历史性飞跃，取得了西方经济学和传统社会主义政治经济学无法解释的伟大成就。中国经济学的创立已经具备了必要的历史基础和思想基础。要加快中国经济学的构建，需要进一步对中国经济学的构建原则、主体内容与实现途径等关键问题进行回答。就构建原则而言，中国经济学应遵循以马克思主义为指导的科学性、以问题为导向的实践性和以人民为中心的价值性三大原则。就主体内容而言，中国经济学要深入和系统地研究中国特色社会主义市场经济运行的基本规律、中国特色宏观调控理论和中国特色发展战略体系。就实现途径而言，中国经济学的构建要以中国经济学教材建设为核心抓手，并以《中国经济学研究手册》作为配套建设工程，以知识体系和教材体系作为突破口，打造由教材体系系统呈现的知识体系、学科体系、学术体系、话语体系构成的完整学术生态体系。近年来教育部教材局和国家经济学教材建设重点研究基地以中国经济学教材为核心抓手，对中国经济学建设进行了多方面的有益探索，取得了一些重要的阶段性成果。未来要进一步汇聚力量，围绕中国经济发展相关的重大理论和实践问题展开集中攻关，以中国为观照、以时代..."
"以国家治理体系和治理能力现代化保证和推进中国社会主义现代化","张来明","2022-05-05","国家治理体系和治理能力;, 现代化;, 显著优势;, 国家治理效能;","推进国家治理体系和治理能力现代化是全面建设社会主义现代化国家的客观要求，也是高质量发展和高品质生活的重要保障，在我国社会主义现代化全局中具有重要地位。我国国家制度和国家治理体系是经过革命、建设、改革长期实践形成的，是理论创新、实践创新、制度创新相统一的成果，具有多方面显著优势。在全面建设社会主义现代化国家新征程上，要从13个方面突出坚持和完善中国特色社会主义的根本制度、基本制度、重要制度，构建系统完备、科学规范、运行有效的制度体系，把我国制度优势更好转化为国家治理效能，为实现“两个一百年”奋斗目标、实现中华民族伟大复兴的中国梦提供有力保证。"
"党的百年生态文明建设基本历程及其人民观","黄承梁1 杨开忠1 高世楫2","2022-05-05","党的百年奋斗;, 生态文明建设;, 习近平生态文明思想;, 马克思主义;, 人民至上;","党的根基在人民、血脉在人民、力量在人民。生态文明是中国特色社会主义“五位一体”总体布局和社会主义“五个文明”的有机组成部分，是写入我国宪法、受根本法保护的人类新文明，核心是实现人与自然和谐共生，其根本价值取向是坚持人民为中心的发展思想。党的百年生态文明建设，从萌芽、探索、发展与完善及至成熟，尤其是在新时代在党的百年史上第一次形成了专门指导生态文明理论与实践的习近平生态文明思想，既是马克思主义关于人与自然关系思想的传承和发扬光大，又从根本上彰显马克思主义人民至上价值追求。确立党领导生态文明建设人民至上价值追求，区别于西方人类中心主义或生态中心主义。深入挖掘、系统梳理百年党的生态文明建设基本历程中人民至上的重要文献，对于更加完整、准确、系统把握百年中国共产党精神谱系，明确生态文明建设的根本价值取向，在新时代更好学习和践行习近平生态文明思想，建设人与自然和谐共生的现代化，具有十分重大的理论和实践价值。"
"统合治理：党建引领社会治理及其对网络治理的再定义","何艳玲 王铮","2022-05-05","统合治理;, 基层党组织;, 网络治理;, 社会治理;","作为应对复杂问题的第三种机制，网络治理早已进入各国治理议程。既有网络治理的研究预设是存在一个组织多元、联结紧密和行动能力自主的制度环境，并在此基础上讨论网络相比于科层制和市场制的比较优势，对于网络本身所处的制度环境及其效度则缺乏足够关注。中国基层社会面临松散型制度环境，高效协同的治理网络难以自发生成，但中国具有较健全的党组织体系并在治理中发挥重要功能。在松散型制度环境中，基层党组织发展出统合治理模式，借助“党委统筹的项目制”“基层党组织体系扩展”和“党员骨干下沉”等机制重塑基层社会，并拓展复杂治理的能力。统合治理是网络治理在中国的实现形态，一方面，统合治理具有网络治理的基本要素，强调构建多元组织关系以及组织之间的协作；但另一方面，基层党组织在治理网络中发挥主导作用，其核心是作为政治生活主体的党组织融入治理过程，以党组织能力的强化来统合基层社会。在统合治理模式下，基层党组织支持和培育社会组织的生长，也依托社会组织巩固和推动了其组织发展，强化了国家权力对社会新生空间的覆盖。但这种体制力量的扩展并不在于建立对社会的政治支配关系，而是通过内生化的体制能力激活社会自身的自我调节和运转能力。就此而..."
"新时代我国人文社会科学期刊发展与评价","荆林波 逯万辉","2022-05-05","技术驱动;, 学科交叉;, 期刊发展趋势;, 期刊评价;","伴随着新一轮科技革命和产业革命的进行，学术期刊出版模式与传播规律正在发生着重大变革，学科交叉融合的加速演进也使得传统学科边界逐渐模糊，对学术期刊发展带来了新的挑战。在技术驱动与学科融合双重影响下，学术期刊的转型发展已成为当前学术界和期刊界共同关注的焦点问题。通过研究梳理，本文总结我国人文社会科学期刊发展历程和趋势，包括数字化、免费化、平台化、规模化、特色化、国际化、内卷化等显著特征。由于我国人文社科期刊数量繁多，期刊建设所存在的问题也各不相同，期刊的转型发展需要期刊自身建设和外部环境两个方面的共同努力。在外部环境营造上，需要进一步规范评价活动，发挥期刊评价的正向引导，坚持评建结合，扎实推进我国人文社会科学期刊在服务经济社会发展需要、营造良好学术生态、引领学术研究健康发展中实现自身高质量转型发展。"
"《管理世界》喜马拉雅上线开播","","2022-05-05","","<正>为了更好地传播《管理世界》发表的学术研究成果，《管理世界》上线喜马拉雅平台，邀请作者分享在《管理世界》所刊发文章的思想、观点和故事。第一讲，中山大学郭凯明：中国人口红利与产业结构转型（原文刊发在2022年第4期）。第二讲，清华大学许宪春：数据资产统计与核算问题研究（原文刊发在2022年第2期）。"
"公有制印记与改制家族企业的内部社会责任","叶文平1 朱沆2,3 史亚雅4 李新春2,3","2022-05-05","改制家族企业;, 公有制印记;, 内部社会责任;","从国有或集体所有制企业改制而来的家族企业是具有特定制度印记的组织，尽管改制后由家族所控制、管理，但国有或集体性质的公有制印记将深刻影响私营组织的行为和战略，尤其在朝向组织社会目标的社会责任战略导向上，会形成有别于一般意义上的（非改制）家族企业的行为特征，并影响组织绩效。本研究融合相关的战略管理和制度逻辑理论，分析改制家族企业基于公有制印记的内部社会责任行为特征，以深化对于改制家族企业战略与行为的研究，同时，也为印记理论在家族企业战略研究中的拓展做出贡献。本研究采用2007～2017年8499个中国上市家族企业观测值数据进行的实证研究结果表明，改制家族企业履行内部社会责任明显优于非改制家族企业，国有股份比例和地区失业率会强化这一效应，而家族跨代参与则会弱化这一效应，进一步的分析显示这种效应会随改制时间弱化，为印记理论的解释提供了实证证据。本研究的发现对于理解印记效应如何在转型的复杂环境中演变，以及为改制家族企业的战略行动提供了全新视角。"
"外部冲击下系统性金融风险的生成机制","方意1 荆中博2","2022-05-05","系统性金融风险;, 外部冲击;, 银行监管;, 直接传染;, 间接传染;","本文将降价抛售传染机制和破产传染机制同时纳入到银行网络模型中，以研究变动冲击下的风险生成机理。特别地，本文构造了适合分析多轮传染、不同冲击下的时间维度以及机构、资产空间维度系统性风险相关指标，并创新性构建度量机构之间、资产之间的间接关联性指标。研究发现，不同力度的冲击作用下，由于大量银行去杠杆或者存在银行破产现象而导致系统性风险呈现跳跃式上升趋势。在小冲击下，主要通过去杠杆降价抛售传染机制生成风险，大冲击下则主要通过银行破产传染机制生成风险。影响因素方面，银行体系间接关联性越强、银行杠杆偏度越低以及杠杆水平越高，银行业系统性风险越大。特别地，杠杆偏度指标对系统性风险的影响作用比杠杆水平指标更强。"
"促进消费金融健康发展 助力释放消费潜力","张丽平1 任师攀2","2022-05-05","消费金融;, 消费升级;, 金融风险;","消费金融通常伴随着消费在国民经济中作用的提升而不断发展壮大，并与消费相辅相成、相互促进。近年来随着我国个人收入持续增长、家庭财富日益积累、经济向消费主导型转变，我国消费金融得以迅猛发展，规模快速扩大，业务创新更加活跃，服务对象更加广泛。这反过来又便利了居民的消费行为，激发了消费活力，促进了经济发展动能转换。然而在消费金融快速发展的过程中，由于部分消费金融提供者服务客群过度下沉、过分逐利、社会责任意识不强，市场上出现了裸贷、高利贷、暴力催收等诸多乱象。为进一步提高消费金融发展质量，使消费金融更好发挥对消费的支撑作用，需要通过规范消费金融供给，引导理性消费、抑制不当需求，明确利率及收费标准，加强消费者权益保护等措施，着力解决消费金融无序扩张、产品定价不合理、消费者权益保护较弱等问题，进一步防范化解消费金融已有和潜在风险，促进消费金融健康发展。"
"中国间接税的效率损失——基于中国生产网络结构一般均衡模型方法","倪红福1,2","2022-05-05","生产网络结构;, 投入产出;, 税制结构;, 效率损失;","本文构建了嵌入间接税的中国投入产出网络结构一般均衡模型，并创新性地提出间接税效率损失的事后测算方法。基于此，本文利用1992～2017年的中国投入产出表和税收等数据编制了与模型匹配的社会核算矩阵，并进一步进行了实证测算分析。研究表明：（1）总体上，考虑到生产网络结构、微观替代弹性系数和间接税处理方式的影响，中国间接税效率损失率约为0.5%～10%。（2）生产网络结构越复杂，微观替代弹性系数越大，间接税的效率损失率就越大。（3）生产网络二阶近似新方法测算的间接税效率损失率远大于经典哈伯格方法。（4）1992～2017年期间，中国间接税效率损失率呈阶段性特点。1992～2007年，伴随着分税制改革完成和加入WTO后深度融入全球价值链，中国间接税效率损失率总体上呈下降趋势。2007～2017年期间，中国间接税效率损失率受金融危机的影响先上升，后受减税降费等政策影响而保持平稳或略有下降。"
"转移成本视角下的大数据“杀熟”","甄艺凯1,2","2022-05-05","价格歧视;, 量身定价;, 转移成本;, 大数据“杀熟”;","针对大数据“杀熟”这一互联网经济中出现的价格歧视新问题，本文在消费者存在转移成本且短视情形下，构建了一个三阶段动态博弈，分析了寡头竞争市场中企业的“杀熟”动机。研究发现，当转移成本相对较大时，至少会有一家企业存在“杀熟”动机；反之，“杀熟”策略并不会出现在子博弈精炼纳什均衡路径上。这为大数据“杀熟”在理论上提供了更为合理的解释。引入转移成本理论模型的主要结论是，当转移成本相对较大时，允许企业采取“量身定价”策略可能提高社会总福利和企业利润；但当转移成本很大时，则可能会损害消费者福利。最后，分析了相关理论对监管政策的启示。"
"数字技术赋能实体经济转型发展——基于熊彼特内生增长理论的分析框架","田秀娟 李睿","2022-05-05","数字技术;, 实体经济发展;, 产业结构转型;, 经济增长;","数字技术是数字经济的基础，通过与实体企业和金融的融合共建赋能实体经济转型发展，孕育经济增长新动能。本文基于“创造性毁灭”机制，建立引入数字技术发展因素的多部门熊彼特内生增长动态随机一般均衡模型，分析了数字技术在实体产业部门和金融部门的应用转化对产业结构转型及经济增长的异质性影响。研究表明，数字技术与生产部门的集成整合将长期助力产业结构优化调整，深化实体经济数字化转型，推动经济高质量发展；数字技术与金融部门的深度融合在短期内因融资约束缓解而显著带动高技术产业发展，促进产业结构转型升级，加快经济增长动能转换。本文的研究为探索我国数字技术赋能实体经济转型发展的优化路径提供了政策参考。"
"数字经济、非农就业与社会分工 附视频","田鸽1 张勋2,3","2022-05-05","数字经济;, 非农就业;, 社会分工;, 消费互联网;, 工业互联网;","数字经济已经成为中国经济发展的新动能。本文以“宽带中国”政策作为数字经济发展的代理变量，将其与中国家庭追踪调查（CFPS）数据相结合，借助于双重差分法，发现数字经济能够显著促进非农就业。本文接着从数字经济的两大核心内涵（消费互联网和工业互联网）出发探讨了数字经济推动农村劳动力非农就业的内在机制：数字经济所带来的消费互联网（以数字金融为代表）的发展促进了农村低技能劳动力向低技能偏向的数字化非农行业流动，数字经济所带来的工业互联网（以自动化和智能化为代表）的发展促进了农村高技能劳动力向高技能偏向的数字化非农行业流动，这意味着数字经济能够依据劳动力技能实现有效的社会分工。这些发现均证实了数字经济的发展有助于推动经济结构转型。"
"关键核心技术突破与国产替代路径及机制——科大讯飞智能语音技术纵向案例研究","胡登峰 黄紫微 冯楠 梁中 沈鹤","2022-05-05","人工智能;, A—U创新模型;, “二次创新”模型;, 关键核心技术;, 国产替代;","在数字经济时代，新兴产业往往处于底层架构类基础科学不足和上层技术应用场景狭隘并存的复杂技术情境中，面临着无标杆、无方向、无引领与无主导范式的风险与机遇。通过自主创新、技术领域国产替代等，我国在新兴产业领域涌现出一批拥有自主知识产权、在国际上处于技术前沿的新兴企业。基于传统领先战略的A—U创新模型与我国过去跟随战略的“二次创新”模型都无法解释这类新兴企业如何通过自主创新，在关键核心技术领域实现国产替代；同时现有研究对处于同一起跑线的新兴企业如何实现领先亦缺乏充分的理论解释。本文通过对科大讯飞2000～2021年从跟随到领跑的智能语音技术国产替代过程展开纵向案例研究发现：我国新兴企业实现核心技术国产替代的路径机制中，遵循着一条基于关键核心技术范式预判的“技术链垂直化—产业链平台化—创新链生态化”的创新发展演进过程，其中基础技术科学创新与基础科学知识创新构成两个关键创新要素。关键核心技术突破与国产替代是发展中国家新兴企业实现价值链领先的重要路径。由此提出的“基于科学研究与市场应用纵横交替”的关键核心技术国产替代模型”，不仅推进了企业领先战略与技术创新管理两个领域理论的发展，而且对我国人工智能..."
"企业并购依赖的缘由和后果：基于知识基础理论和成长压力理论的研究 附视频","陈仕华1 王雅茹2","2022-05-05","知识基础理论;, 成长压力理论;, 并购依赖;, 并购战略选择;, 并购绩效;","虽然实践中很多企业都存在并购依赖问题，但鲜有文献对此问题进行考察。一方面，根据知识基础理论，企业战略决策依赖于前期积累的知识，如果关于某种战略积累的知识越多，那么其对这种战略的依赖性越强（即战略决策的“知识依赖”）；另一方面，根据成长压力理论，如果企业过去通过并购战略获得较快的成长速度，那么为了继续保持快速的成长速度，企业只能继续采用并购战略（即并购战略的“成长压力”）。为此，本文基于知识基础理论和成长压力理论研究企业并购依赖对后续并购决策行为的影响。文章基于2007～2018年沪深A股上市公司并购数据，实证研究发现：（1）企业过去对并购战略的依赖程度越强，企业当前继续选择并购战略的可能性越大；企业拥有的成功并购知识越多，企业面临的成长压力越大，企业并购战略依赖对并购战略选择的正向影响越强；（2）企业过去对并购战略的依赖程度对企业当前并购绩效没有显著影响；但是，如果企业拥有的成功并购知识越多，那么企业并购依赖对并购绩效可能会有正向影响；如果企业面临的成长压力越大，那么并购依赖对并购绩效可能会有负向影响。本文不仅在理论上为连续并购研究提供一个新的研究视角，而且也能为实践中企业制定并购战略..."
"从科层制组织到企业级生态系统——非预设性变革的过程研究","王冰1 毛基业2 苏芳3","2022-05-05","生态系统;, 组织转型;, 区分机制;, 整合机制;, 单案例研究;","移动互联网等新兴数字技术促进了产业的跨界融合，也启发了部分传统企业向更加适应动荡环境的企业级生态系统转型。以往研究中生态系统都是有计划的战略选择的结果，且通常以高科技企业为研究对象，对“摸着石头过河”的传统企业如何转型为企业级生态系统的动态过程缺少关注。本研究通过单案例分析，发现在缺少预设转型目标的情况下，传统科层制企业可以在应对环境变化的过程中，经过“试点、推广、整合”3个阶段，先调整组织结构和管理模式、再丰富业务类型，逐渐转型成企业级生态系统。区分和整合是促进生态系统形成的关键机制，前者通过鼓励内部单元的自组织行为激发创新和转型探索，而后者通过促进内部单元间的资源和信息交换、并降低彼此之间的冗余，促进生态系统中的协同效应。"
"能源系统低碳转型中的挑战与机遇：车网融合消纳可再生能源 附视频","马少超1 范英2","2022-05-05","能源低碳转型;, 电动汽车;, 可再生能源;, 车网融合V2G;, 政策建议;","随着我国能源系统低碳转型的不断推进，以电动汽车替代燃油汽车、以可再生能源发电替代火力发电为代表的低碳能源生产和利用技术应用规模迅速增加，导致承载能量传输任务的电力系统面临着大规模随机性充电需求和波动性发电消纳的双重挑战。借助电动汽车充电时间可调度、电池储能空间可用的特征，采用车网融合的模式解决上述能源转型过程中的供需结构性矛盾是极具潜力的研究领域。本文分析了车网融合的基础、评估了我国车网融合的技术和经济潜力，提出推进车网融合的关键是管理机制和引导政策。最后，结合电动汽车行业的政策演进历程，给出了逐步转向市场驱动的政策建议。"
"大型国企发挥产业链链长职能的路径与机制——基于特高压输电工程的案例研究","赵晶1 刘玉洁1 付珂语1 张勇2 李欣2","2022-05-05","特高压输电工程;, 大型国有企业;, 链长;, 科研—工程耦合;, 产学研用协同;","国有企业能否挑得起重担、打得好头阵、当得好“链长”是我国现代产业链能否成功的关键。大型国有企业发挥链长职能的机制和具体路径是什么？特高压输电工程链长主导实现创新突破的成功案例，很好地回答了这个问题。通过案例研究，本文发现：（1）“链长主导”、“科研—工程耦合”和“产学研用协同”3个机制精准解决了“谁来负责”、“如何推进”、“与谁合作”3个核心问题，是发挥产业链链长职能的关键。（2）链长主导机制内部，链长占据创新网络结构洞，通过项目牵头、构建创新联合体、制定标准体系、开展风险管控、为链上各方提供稳定的市场预期，是发挥链长职能的核心基石。（3）在科研—工程耦合机制内部，链长发挥网络中心作用，通过系统分解目标与要求、建立链长集约管控的工程组织体系、以工程带动科研、以科研支持工程，是链长发挥职能的组织保障。（4）在产学研用协同机制内部，链长培育核心企业强化产业自主可控、开展共性技术协同攻关、促进资源优化配置和全过程互动印证，形成了链长发挥职能的重要支撑。（5）3种机制互为循环、相互依存，链长主导在科研—工程耦合机制中发挥网络结构洞作用，在产学研用协同机制中明确各主体对于链长身份的合法性认知；科..."
"以国家治理体系和治理能力现代化保证和推进中国社会主义现代化","张来明","2022-05-05","国家治理体系和治理能力;, 现代化;, 显著优势;, 国家治理效能;","推进国家治理体系和治理能力现代化是全面建设社会主义现代化国家的客观要求，也是高质量发展和高品质生活的重要保障，在我国社会主义现代化全局中具有重要地位。我国国家制度和国家治理体系是经过革命、建设、改革长期实践形成的，是理论创新、实践创新、制度创新相统一的成果，具有多方面显著优势。在全面建设社会主义现代化国家新征程上，要从13个方面突出坚持和完善中国特色社会主义的根本制度、基本制度、重要制度，构建系统完备、科学规范、运行有效的制度体系，把我国制度优势更好转化为国家治理效能，为实现“两个一百年”奋斗目标、实现中华民族伟大复兴的中国梦提供有力保证。"
"党的百年生态文明建设基本历程及其人民观","黄承梁1 杨开忠1 高世楫2","2022-05-05","党的百年奋斗;, 生态文明建设;, 习近平生态文明思想;, 马克思主义;, 人民至上;","党的根基在人民、血脉在人民、力量在人民。生态文明是中国特色社会主义“五位一体”总体布局和社会主义“五个文明”的有机组成部分，是写入我国宪法、受根本法保护的人类新文明，核心是实现人与自然和谐共生，其根本价值取向是坚持人民为中心的发展思想。党的百年生态文明建设，从萌芽、探索、发展与完善及至成熟，尤其是在新时代在党的百年史上第一次形成了专门指导生态文明理论与实践的习近平生态文明思想，既是马克思主义关于人与自然关系思想的传承和发扬光大，又从根本上彰显马克思主义人民至上价值追求。确立党领导生态文明建设人民至上价值追求，区别于西方人类中心主义或生态中心主义。深入挖掘、系统梳理百年党的生态文明建设基本历程中人民至上的重要文献，对于更加完整、准确、系统把握百年中国共产党精神谱系，明确生态文明建设的根本价值取向，在新时代更好学习和践行习近平生态文明思想，建设人与自然和谐共生的现代化，具有十分重大的理论和实践价值。"
"统合治理：党建引领社会治理及其对网络治理的再定义","何艳玲 王铮","2022-05-05","统合治理;, 基层党组织;, 网络治理;, 社会治理;","作为应对复杂问题的第三种机制，网络治理早已进入各国治理议程。既有网络治理的研究预设是存在一个组织多元、联结紧密和行动能力自主的制度环境，并在此基础上讨论网络相比于科层制和市场制的比较优势，对于网络本身所处的制度环境及其效度则缺乏足够关注。中国基层社会面临松散型制度环境，高效协同的治理网络难以自发生成，但中国具有较健全的党组织体系并在治理中发挥重要功能。在松散型制度环境中，基层党组织发展出统合治理模式，借助“党委统筹的项目制”“基层党组织体系扩展”和“党员骨干下沉”等机制重塑基层社会，并拓展复杂治理的能力。统合治理是网络治理在中国的实现形态，一方面，统合治理具有网络治理的基本要素，强调构建多元组织关系以及组织之间的协作；但另一方面，基层党组织在治理网络中发挥主导作用，其核心是作为政治生活主体的党组织融入治理过程，以党组织能力的强化来统合基层社会。在统合治理模式下，基层党组织支持和培育社会组织的生长，也依托社会组织巩固和推动了其组织发展，强化了国家权力对社会新生空间的覆盖。但这种体制力量的扩展并不在于建立对社会的政治支配关系，而是通过内生化的体制能力激活社会自身的自我调节和运转能力。就此而..."
"新时代我国人文社会科学期刊发展与评价","荆林波 逯万辉","2022-05-05","技术驱动;, 学科交叉;, 期刊发展趋势;, 期刊评价;","伴随着新一轮科技革命和产业革命的进行，学术期刊出版模式与传播规律正在发生着重大变革，学科交叉融合的加速演进也使得传统学科边界逐渐模糊，对学术期刊发展带来了新的挑战。在技术驱动与学科融合双重影响下，学术期刊的转型发展已成为当前学术界和期刊界共同关注的焦点问题。通过研究梳理，本文总结我国人文社会科学期刊发展历程和趋势，包括数字化、免费化、平台化、规模化、特色化、国际化、内卷化等显著特征。由于我国人文社科期刊数量繁多，期刊建设所存在的问题也各不相同，期刊的转型发展需要期刊自身建设和外部环境两个方面的共同努力。在外部环境营造上，需要进一步规范评价活动，发挥期刊评价的正向引导，坚持评建结合，扎实推进我国人文社会科学期刊在服务经济社会发展需要、营造良好学术生态、引领学术研究健康发展中实现自身高质量转型发展。"
"《管理世界》喜马拉雅上线开播","","2022-05-05","","<正>为了更好地传播《管理世界》发表的学术研究成果，《管理世界》上线喜马拉雅平台，邀请作者分享在《管理世界》所刊发文章的思想、观点和故事。第一讲，中山大学郭凯明：中国人口红利与产业结构转型（原文刊发在2022年第4期）。第二讲，清华大学许宪春：数据资产统计与核算问题研究（原文刊发在2022年第2期）。"
